t             dt        Er         epsilon    n0         n1         n2         n3         n4         ElasLoss   R0         R1         R2         V1         V2         I1         Ic1         I2         Ic2         Q1         Q2         P0         
4.854206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.864206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.874206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.884206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.894206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.904206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.914206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.924206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.934206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.944206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.954206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.964206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.974206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.984206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
4.994206E-005 1E-008    82.6       14.2       4.96E+018  9.07E+017  9.27E+017  6.84E+017  1.54E+015  2.94E+006  5.31E+023  3.29E+020  3.31E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.67E-012  30.6       
